account,nonce,index,credential_creation_date,credential_valid_to_date,credential_count,total_balance,unlocked_balance,locked_balance,baker_id,staked_amount,restake_earnings,pool_status,pool_metadata_url,pool_transaction_commission,pool_finalization_commission,pool_baking_commission,is_suspended,delegation_target,ip_identity_credential_0
2wxTUc22hcazsNkoX6ZLqn2CmbgJqGHRCaEVwUGWsQXG9bUjrC,1,39952,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2wxVkj13dVxzKeg8Ez5THSibiGDLtY29VoUyx8N8xgaxBPw4d5,1,76835,2022-01-01,2027-01-01,1,100.0,100.0,0.0,,,,,,,,,,,1
2wxb3drcSUKrTLEY6YF6ooEv6gA53wYPaFSWDTBdPmJEUccuLK,56,838,2021-06-01,2026-06-01,1,0.0,0.0,0.0,,,,,,,,,,,1
2wxgKdej9PHudaPdaNMK528dCVseamwmTXcnefm1bPN1nA4obq,2,43296,2021-12-01,2026-12-01,1,0.0,0.0,0.0,,,,,,,,,,,1
2wy12J7mfJatHUDd64M46s2PsGXcyWedTTJX7ZncCiMLH6sGJ2,1,8519,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
2wy2fq26V6qXomsgCoyK2FadErQQ76jYWAaT4kHC3oLJHB6MNk,1,47704,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2wy4Kf34bBdGu1kToqNR9SNe7dVS9jGz8FXf9gSYgjVy97qWnS,1,17411,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
2wyCiKK2QPTvNPLTp7RtwkdnhsQPhbGzMgCjHocGyyuHSS1LwP,1,65378,2021-12-01,2026-12-01,1,87.000001,87.000001,0.0,,,,,,,,,,,1
2wyF7x5wnZMJunVc4szGJhQVVYN7zU5D9DfQcDeL8A9zW2QZkM,2,48679,2021-12-01,2026-12-01,1,0.0,0.0,0.0,,,,,,,,,,,1
2wyJKetNkrA4ADb2Uyv35veBYRSTKQgffPUCc6sBg8h5WEzFYV,2,53822,2021-12-01,2026-12-01,1,70.002167,70.002167,0.0,,,,,,,,,,,1
2wyfxjnSCFAZyughS84vfAJnesPxkshmpSynjL8Pb8syqNVzYq,3,23274,2021-12-01,2026-12-01,1,0.0,0.0,0.0,,,,,,,,,,,1
2wyk8h4Tf6wTtvrPpTGkKBXxUFj8wnXeRUPJin8Jwi1hn4MLNm,1,54680,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2wypKjFzG2B3ssQ3NY4u9ggVB2ae75fproVBr4mw1GuBscALtk,1,70191,2021-12-01,2026-12-01,1,17.000001,17.000001,0.0,,,,,,,,,,,1
2wyvehZKiHrpZrHNt1cfxnQQX7rK8p64SMVe6w6u5LjsA9TFo9,4,20892,2021-12-01,2026-12-01,1,601.387221,601.387221,0.0,,,,,,,,,,,1
2wz2s3kV1XaxE9A7c3ZmFUTggmR7bn4zFA241xwVz16YrM2FLY,2,29359,2021-12-01,2026-12-01,1,70.972167,70.972167,0.0,,,,,,,,,,,1
2wz7tHc3mdvzuTWq1iahECX2zjfR8K5ififAWfUB1KcBRDXppJ,1,19407,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
2wzDu9NrVudByC9sjC6kpjvSRuTeafNF9MSQD6CY9SiFYvRMFZ,1,18256,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
2wzEQahy1WvTrXYxy91d4hfiiGgyJPoHE12uFwzB7K72r4vP5v,1,8311,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
2wzF8v3TMsPRDrWhpgiUQtmuChwRhqrw4DfnSEh4HSbMguLtRX,1,27357,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
2wzQBc1g1ioocCstsra5TQa2SpL4XJHs4URRQUGrR2XQWFqvQL,1,19497,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
2wzYMsypXnRe8yvVKynrVpGgYc19E59VyYrhx5zuvdzYVw2QDG,1,18480,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
2wzfoeeVmnDn6dh9gVVT81cNQKAkoApbpPPhMRhN7TxgcSCd1J,1,69717,2021-12-01,2026-12-01,1,17.000001,17.000001,0.0,,,,,,,,,,,1
2wzoT8XbNDuedVoPGgvivvix98YzxJmDurn2DFdXitSXGLqyQL,1,86770,2023-02-01,2028-02-01,1,0.0,0.0,0.0,,,,,,,,,,,1
2wztn984FZqR7XzRmSBmgqRA7PeaqFvQXrM5cfwuVCQkmdVMdD,1,66457,2021-12-01,2026-12-01,1,1e-06,1e-06,0.0,,,,,,,,,,,1
2wzytChw6EwAxbLsHug9gQ4RWVV7ddkcnUABcGY1EVppzZZMSr,2,24618,2021-12-01,2026-12-01,1,70.972167,70.972167,0.0,,,,,,,,,,,1
2x11rD5jA9VsP7pmJKy5UkhTpXwFcE2pXSAkUyvmfN5NXgEnY6,1,9062,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
2x12jeymZpvSbfi219ze6jXzBFGhXhADbDUgLc1Vmzw75uDdy2,1,57722,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x1Apf3sDxCw6fiHm1TrFnmP5Pp3mm51553Q3EQwqZfy4yeRWh,1,18462,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
2x1CMYHAt155YHpSFcPZQGZVqB3LigwdKpv7B7B71DyUBvgher,1,63795,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x1Dj38MskEb66j6nYuHAbfceraY6WtSJrzZsEyPKmZ6r1aTg6,1,429,2021-06-01,2026-06-01,1,126.000001,126.000001,0.0,,,,,,,,,,,1
2x1JVnqTnTAu3BAFzev5MyCbQ2or7SGpa37AvgecqfmfJST16x,1,62039,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x1Q634ps9pRcigb9aCwM2wRD1MpVmo4peUBFAqS6fVA9rp9qg,1,55028,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x1RLmwM2wguoQQMUp7srRgivrZM8sHoc5S5bzFH1pAVdXgEQc,1,53001,2021-12-01,2026-12-01,1,87.000001,87.000001,0.0,,,,,,,,,,,1
2x1VWW5kBghR2FUbwH6L1P8MCYTwzXc2phcwng7PDiAGwjCDxQ,1,40410,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x1XQ98xzLunnb3n4SvL1R8bE5KykecvvKZPVYKRLGPoj4T3Fw,1,27821,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
2x1dAosUj98hdpMGHoH1pQ14yk1xb8g5m18VyaSB6hBweGDCZH,1,35395,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x1dY4RTyVYg7cjVdYyW75CS5GC47AZmQ4VTGCEGN6weFwPzm8,1,54207,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x1ivhS7EbswdkKzgxTYGqTge3HLeyjayvzbmdWBmJV9pfuK3B,2,48965,2021-12-01,2026-12-01,1,0.0,0.0,0.0,,,,,,,,,,,1
2x1msZnEDi6daYQN4Wh2UhRfnHk3iMyMnah27aENDnWYrY9Meo,1,57658,2021-12-01,2026-12-01,1,87.000001,87.000001,0.0,,,,,,,,,,,1
2x1qxgYxPSU94cvjeqUSz7m64Wdt1kkBRQFP28DpMj3DnWv9Sv,1,82732,2022-03-01,2027-03-01,1,0.0,0.0,0.0,,,,,,,,,,,1
2x1s3dZsnGvKLCt6TJ4iT5wcKQu6wp431ChvDtXTxoK9ehMAdP,2,72077,2021-12-01,2026-12-01,1,0.569064,0.569064,0.0,,,,,,,,,,,1
2x2144DhCudM3QVENUY463vPJzHd62ULR4kKb9PtDtS7k2d1Sc,1,72730,2022-01-01,2027-01-01,1,1e-06,1e-06,0.0,,,,,,,,,,,1
2x24FyWJDZ1ikyc9AZnRGHjx5yTJAEScEJKphnYiz3Tx9AikJb,1,38592,2021-12-01,2026-12-01,1,87.000001,87.000001,0.0,,,,,,,,,,,1
2x2CSaWSzazvPF4DMm463LCtLcTgD73eGheRbt9oP4Yw1yyMG2,2,62536,2021-12-01,2026-12-01,1,0.0,0.0,0.0,,,,,,,,,,,1
2x2CgV5r4VRW3oCRpTJZi79KCPAuopp5ot2WkVjEhSrrueat62,1,34977,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x2FZ4Cytt2cXPL1xxwTewwiCCVTeNBeAH77LuZboUN6qrQWz3,1,456,2021-06-01,2026-06-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x2PdDG9Fcbf6nvuRzEk4NiTHjwFq1YxoRsYWN4a9RNventSLK,2,61558,2021-12-01,2026-12-01,1,0.0,0.0,0.0,,,,,,,,,,,1
2x2U6DoDpxK1dVvVNjQkhCHBZSc79r4HfPWSKbanyWHcBjYkX8,1,9451,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
2x2U6zTJbVorg7kKfuuFMGjWxqtdwdqqzanq8pLqGMcVA49NSK,5,1474,2021-07-01,2026-07-01,1,232089.449129,232089.449129,0.0,,,,,,,,,,,1
2x2XRcd78CuYxadGfNy2zkvVmswarm98QJPmDjioccXfHDkzsi,1,80765,2022-02-01,2027-02-01,1,0.0,0.0,0.0,,,,,,,,,,,1
2x2XoiQEhAxqMtKANb1XB8vASi1JFrYDZypL2SdMevQpTEMy9t,1,60170,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x2ZynAs9SsFxfQWnQdwqygdtwcjkYCd1hE75xgB6qXgwK5mbo,3,57248,2021-12-01,2026-12-01,1,0.0,0.0,0.0,,,,,,,,,,,1
2x2dKQf9jyb4YwxQxctNy97SmFTYTsMYcNg7LF8M3WzUdne7A8,1,32989,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
2x2dWXm4iqu3ahA4cogvU6eq2QmpaWGj1nWrpnm15YGgJB9V3q,2,62686,2021-12-01,2026-12-01,1,70.002167,70.002167,0.0,,,,,,,,,,,1
2x2efMBpvcvywqFCj1J667Xt9r6KURBWrLeUQCjTcPz8rWQjEn,1,58003,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x2u4CRmjMU47YJUHMvgrxAdhEtvrxamgRXkzpN3p1i2WhLWEG,24,82626,2022-03-01,2027-03-01,1,9375329.26567,9375329.26567,0.0,82626,9375306.758259,True,closed_for_all,,0.1,1.0,0.1,True,,1
2x2v9ErAZJ1zKARxbtii12eV38xj2PZMVkWc3PTxbxebywiWD4,3,26270,2021-12-01,2026-12-01,1,70.044333,70.044333,0.0,,,,,,,,,,,1
2x2zdyt1ZXepwL75zBuNWuGPBU4EdSSWHGSBZUvBm8co9zT5Pg,1,53907,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x35n5WJb8AFqM2sX3YNs1iZLdaqAmPfsepnbTdMvffMFAdvLn,2,9380,2021-12-01,2026-12-01,1,70.01002,70.01002,0.0,,,,,,,,,,,1
2x3CVLPuEmBFMJ4XhyXReMonwDZyRV15wnx8cTgCD6BBGet3j8,1,46346,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x3FSR2vTT74a2HREhCMjcCUd9oN979zuGbfJSyUSVgAoNLA2v,1,4141,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
2x3UuZBWEWMVmsn7wpMoxbe4p4tnAQgBYqRYbspG66dygMopP9,3,2500,2021-11-01,2026-11-01,1,70.0,70.0,0.0,,,,,,,,,,,1
2x3Ww5kPKm58uxRSbBWZ6CfUpK6wpJUzBv5L3H8X1TfQvUJdpD,1,51689,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x3ZnUBYx71SJk6f3rUmALRMUjdojeTAvJ6TormftwQqVGpCrT,1,54187,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x3anWPJdvi6AtNm2qxybgKbMe5WrngzKoTvkdXvZKXzpMTM6U,1,41673,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x3iZBnfnpEDdHbvN2rzzsTHMMSsj6k3WUviWexxhc2YFTA25P,1,26991,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
2x3u9mW83rUFK52L9Kn5KgTA55veXeFtSZr1HbE5HJqZp7TGNJ,1,73092,2022-01-01,2027-01-01,1,1e-06,1e-06,0.0,,,,,,,,,,,1
2x3yV1kfDbgHGFTCNdMXNCMqWs4wnCfwxAJuRvTZXhUQoXG5d4,2,12880,2021-12-01,2026-12-01,1,70.472167,70.472167,0.0,,,,,,,,,,,1
2x42UDz2atYf1MXfZeLa8eNjpPH6AfZiu4mBrtQhorsff8VDKQ,1,79297,2022-02-01,2027-02-01,1,100.0,100.0,0.0,,,,,,,,,,,2
2x43PzzWnh7pZcuFDmXeTn1ygqjVYkBvYkXd8egWiDDkbwS9Sy,1,16431,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
2x4UyowQG8uWFCjmdkeP4x74vwV7kxyRY6ouXgtZRSc3n7exwL,1,36268,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x4W7DTmw5BiYftiuFq84B1tjgicUkwzYrZQKoodNqdx4PY9WG,3,73339,2022-01-01,2027-01-01,1,0.000111,0.000111,0.0,,,,,,,,,,,1
2x4YJNdZbXSjqQpG67b8EE4MwyhQ6eGUmgDAjzCWJqAphf57CQ,1,69070,2021-12-01,2026-12-01,1,1e-06,1e-06,0.0,,,,,,,,,,,1
2x4YkuAJgW7idbRG6QXBoHkQ1t9UM7Misga746sFAkXZpAcaXg,1,81370,2022-02-01,2027-02-01,1,0.0,0.0,0.0,,,,,,,,,,,1
2x4gksdqw1T8ozGqkiZMCTaXHoAMb7zzAUTZHebsTuB8pUhQsc,2,4699,2021-12-01,2026-12-01,1,70.272167,70.272167,0.0,,,,,,,,,,,1
2x4j2RNduRBw9BmSkGDY7khVZs8EXe6VFRatxDfRQKPwLL3vEo,1,60452,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x4jJCH2qzRMJzXNawRep6Q142msekbmWxNN4xW3CD2uLCBDt5,5,34203,2021-12-01,2026-12-01,1,43.169444,43.169444,0.0,,,,,,,,,,,1
2x4u4g3AKjDFDhzPNaMHRR4oe44cQeksX3JRLv1fHCf9xyRFDc,1,46556,2021-12-01,2026-12-01,1,87.000001,87.000001,0.0,,,,,,,,,,,1
2x4uUd1dB8s1EvixacQLC6Q9nm4ECgtgLz7KEpaDpKCG1bZmfG,1,64142,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x4vqJKBRFW4vySYubownbciWorKCi9TL4RUhFU383F2gwUaSs,1,69683,2021-12-01,2026-12-01,1,17.000001,17.000001,0.0,,,,,,,,,,,1
2x4w69Yyv2wc7eABJScyxwis1RF3eWCqycEbNkPPaZkaDodGZW,4,69831,2021-12-01,2026-12-01,1,0.063707,0.063707,0.0,,,,,,,,,,,1
2x4zA6zZGPdAWpztiUmQWyaL44bCU9QAhN6LCLhiZbpCHjLfpt,1,39429,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x5D3Pg4fCxfUMnEecSUMrEsLqNe9Xdag471k5FCEvXWoxdDZc,1,251,2021-06-01,2026-06-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x5HF5rUKyzbPh35oNfBa2tEKoF5aPzG9tYKJWtzPgf86SMMH5,1,85368,2022-09-01,2027-09-01,1,0.0,0.0,0.0,,,,,,,,,,,1
2x5K3f6vZGCzRqxs4L3qZ1WgcMMyzwNmL13mJoYEhGbNM13Bpf,1,65091,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x5XrwZFKZdgTACNBge8fZD4agLLSCL2NpmtA5Y1jh5ycAdovY,1,52229,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x5bSh7aU9rJCgys8F6v6YnrN7S9yhjMYC2dnJsXgKY8usEnGv,1,1126,2021-07-01,2026-07-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x5dGPyfvshvmAeSobjYuYHGi8CHM35wGsL48nqKxMMKiqhcvA,1,15002,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
2x5oMwfoy9MECzgqUNkkgF4WEGSUWhbbGdgAnT2JNyUzmmgVHM,1,36709,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x5pCahowKmuBzJjkFaPtyg3zGwqkX4EotHvyT7z7n6MPUVe2V,1,52627,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x5px11vXopBvQEZJ6FG9gaeYMyyj7AdGsPXhAQsDhmmn83fSE,1,7843,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
2x5rQ1oUW47CwQcLrQXGoqQmatT9ZkXJfVxwziAcUv92cyyP1c,1,74226,2022-01-01,2027-01-01,1,1e-06,1e-06,0.0,,,,,,,,,,,1
2x5wrXpxnhAHnhvV1vufHdkHr3ddSZoA2CuoZJQSCdYd9Z4Jab,1,37561,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x5yYzYEDQQF6CFURRZx1PsKLxkR3DjGHPMBadc8TcKopM3svh,1,38064,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x62H2pnDtQbnATGN8ZUKrFAnYSn4WySd6SX8mXuspxUbHzMXc,1,58321,2021-12-01,2026-12-01,1,87.000001,87.000001,0.0,,,,,,,,,,,1
2x656H7u4maKRHxKKT8vaPdDbLvhwrTnuVA2CSSKLnb2z7fxAq,1,51914,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x65bE2psHTxgWTjtufKGX1WEAfZKtmCWB1FRBDfBjL2UbH49n,1,12302,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
2x67sF2bBpWMyYnMwQic3zDHr7hDuzhtqoyciCtH7XihngQ7bZ,1,15737,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
2x6AcuE2HM68ctCRp19ETh2HmxDHyLofHLZ6MfaDJ97YnWNbcR,2,84329,2022-06-01,2027-06-01,1,0.0,0.0,0.0,,,,,,,,,,,1
2x6J4QqJ7s3G8hNW1yWTiPTdgyvU8caUt73MArRrRPxYadrSbn,1,62919,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x6JeuXvvZDmKzCwv94iPVtYMTHRcm7DmKC92Zqdi4Q6d5k8CS,1,33344,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
2x6KjdwAn9C58uktL7Yxq5RjiVJd52UGJnVPYZFoDsToWdj6Rr,1,35557,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x6UhLbFg8kL9Ur1BBR5Jg4UpL5mAPcjmwbEnoAggmQwoi434R,1,9540,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
2x6WpgiV2GgQNwPkoD5HaukYAduTHVELCfEJpbZuakM7s3DQFf,1,27334,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
2x6dVTvkt9cdxXFSrxff4vVTp3MWBasRcLCguYcvCX24cHr3bj,1,36719,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x6sXc115H2QESsyWasZKu5NiKwyoCnYo72jESusTiKpestKVU,1,28726,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
2x6xyGDy8U7jcjA4C5DMptkqtWMyegQBrKtgX5DmzZjPLSzYkk,1,9881,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
2x71VN2gwJp94m2UvHjUVTyGBgFvLQXWyh4irHeiUVMg5yvjRD,1,68236,2021-12-01,2026-12-01,1,1e-06,1e-06,0.0,,,,,,,,,,,1
2x71c2nx2i73ABAo1oHEGJdCytqygHG1QqKxVM9uNxkVfEqr2S,2,12205,2021-12-01,2026-12-01,1,70.972167,70.972167,0.0,,,,,,,,,,,1
2x7C3JLwBQE7ALk95MKtrkWpACbgGq7VfSV1bKhruUGr3kwSVb,1,47669,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x7NSUsmgyTYsojBvHWjAcyo4ZyEnTJr3SZZVeZdE2C695RHxM,1,49423,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x7PygTtiR9RGy7kgAs1qdH5TaVy9kzN4dXnjiCQaqUPfAQhqh,7,9033,2021-12-01,2026-12-01,1,0.0,0.0,0.0,,,,,,,,,,,1
2x7Q7ttBJjyYT7h2SM56MNtzjZfpwtD5XWwK5hYUarNQBRMQJH,1,24616,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
2x7Rm5xWxWMDp5UK6qukj6wCxseW3DQH1NbRja7yB7foPw3wqm,6,1487,2021-07-01,2026-07-01,1,0.0,0.0,0.0,,,,,,,,,,,1
2x7TFZh9YBKdVBRreod7acYRryNhCpndfVhxJgY9amXcLQBxLQ,1,29863,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
2x7iBbsAmaXU7SRG2rjHs5sPHg7T3VNbpaxCha4XXTQ4zbngS9,1,50436,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x7xfu2FyyPHoHP2iYAAd4a8xRVMdhxDhhci1d9GXdgrj9Wxzv,6,65562,2021-12-01,2026-12-01,1,0.0,0.0,0.0,,,,,,,,,,,1
2x7y6Fvbe6EyZsqZGFeedcNQocxhJewPXjBMMXrxbpjQ6HvLxo,5,72770,2022-01-01,2027-01-01,1,8.802271,8.802271,0.0,,,,,,,,,,,1
2x86mNivhG9WFN4aDx6ybtCsUnUTWDZ1NXYA3yyjkZ6GT287JL,2,30144,2021-12-01,2026-12-01,1,70.007273,70.007273,0.0,,,,,,,,,,,1
2x88KECzwRxdFuttBMwmwNjM8vED3TLNqQgmLS6A1Kz5gH1HAc,2,58549,2021-12-01,2026-12-01,1,1.0,1.0,0.0,,,,,,,,,,,1
2x8Eyq5krghrRbpzxbRwgcinzrPYhwtWkteYpwpQRDMe9Cr7bm,1,39704,2021-12-01,2026-12-01,1,87.000001,87.000001,0.0,,,,,,,,,,,1
2x8Fw17tTQDyWxnjStgv5Z8no2irHvjPKk1svWiq3ufPGAYc67,1,35218,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x8Jb6fR5gZyTzo4nojdZCyY9NetQ6Qq34Dnzj9FYDGno28Y9B,1,70721,2021-12-01,2026-12-01,1,1e-06,1e-06,0.0,,,,,,,,,,,1
2x8N1kVc4P3Qe6ry3i3Ti6ZGFLCazeG42uaFx9L9eds5NUoQgZ,1,63366,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x8QJ44mKXfWm84vidYxZmarh4BoTDDjo6LD2NBmcYpxsepvBg,1,83781,2022-05-01,2027-05-01,1,0.0,0.0,0.0,,,,,,,,,,,1
2x8VijHszR1vP6NNwk1GGkxAt4aAVrqCJ1h17a77kbyeAEQG1u,1,45575,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x8Xjvju4tkp2HACnsrBaD8w9WcqG8fRWZSnEeaiKYEMtViTe3,1,50471,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x8amPQKy7t67rQ1TmzNQsQhJbeKsBLqjrC4CPHPLfbu6CeRxE,1,71982,2021-12-01,2026-12-01,1,17.000001,17.000001,0.0,,,,,,,,,,,1
2x8cBEGxVFHB2hqNHbHuZLbiJvwNKWNToevma1DyRbWFzL6Qb3,1,15543,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
2x8gcHZwFExHXVdPyowULmjRDsuC1pdCrkZBgeb56wBPPo2udm,4,1524,2021-07-01,2026-07-01,1,56.508786,56.508786,0.0,,,,,,,,,,,1
2x8mHS59kPeeLEVm6VJKGr7GfC9f5jPYryLZFj1Xj4DKg1YegQ,1,74726,2022-01-01,2027-01-01,1,0.0,0.0,0.0,,,,,,,,,,,1
2x8mKuc7R2VvUY1tvSrtMHVBW2Z1SVyE7DV24exogfsEizFFGA,1,69393,2021-12-01,2026-12-01,1,47755.000001,47755.000001,0.0,,,,,,,,,,,1
2x8q5vXBbydyYFnLwijFhc2Y7UoqeqBgjZpPzRM36a6K5txG6B,1,68940,2021-12-01,2026-12-01,1,17.000001,17.000001,0.0,,,,,,,,,,,1
2x8rKmmKrxhrBgLJqAqtfhtB8ubcSkNH4iu3srJbAUjCxAA4B5,1,8441,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
2x8xTcW5rckk2qufPbvQNsgobwSSeEnzMxPNUyeZsPn6htYAhB,1,53132,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x8yEZcRAbPmcQeowkGvbDR2wDZnsJ3FGpxXZCbc4VMMbS4R8n,2,47350,2021-12-01,2026-12-01,1,0.0,0.0,0.0,,,,,,,,,,,1
2x9RuNiDQXDS8dvKtR3GTxyD6u77CuUG2x7yTqMpKYa4z8GWd5,2,22869,2021-12-01,2026-12-01,1,70.000167,70.000167,0.0,,,,,,,,,,,1
2x9XApx1LFFtAJMUGLnkfa9sp83uLbUUf3YNBriMAJnFZemiaG,1,38537,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x9a7tmTSabbSgySYxWwkCRJaABTTF1ACEqaaDegKTmwp1sQfd,1,8301,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
2x9gKagrBueKsdaPStzWwHo2jthUb1pVAzzt7oNfF7iKXNdr94,2,10293,2021-12-01,2026-12-01,1,70.0,70.0,0.0,,,,,,,,,,,1
2x9gg2eh3YwpJfF9mABCGVwFzPQxjHm6EGNY7fZkWksQEwCaF9,1,40939,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
2x9hfTp4N7dsNrX2sFspAuR9nxPvNPrWvDoP3w1kMMt3xGFiWi,3,47165,2021-12-01,2026-12-01,1,42.359826,42.359826,0.0,,,,,,,,,,,1
2x9juqCyeX7xtHrxKCBG1hqLgxU2miknS8b65DyaNUp5sTbZa2,1,82035,2022-02-01,2027-02-01,1,0.0,0.0,0.0,,,,,,,,,,,1
2x9mP8cb19RJhxeM7nUJeiVMyf7CSZsRYqv8Mnp28qNa9v6qat,1,67798,2021-12-01,2026-12-01,1,17.000001,17.000001,0.0,,,,,,,,,,,1
2x9qE4qWrC8jd6As2rKBHJ9nFBsT4NDKHLpNFw2eahZqU9wGA3,1,25000,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
